Gender,Age,Annual_Income,Education_Level,Marital_Status,Employment_Type,Years_in_Current_Job,Credit_Score,Existing_Loan_Balance,Loan_Amount_Requested,Credit_Card_Inquiries,Payment_of_Previous_Dues,Approved
Male,22,434022,Undergraduate,Married,Salaried,2.0,612.0,623925,260862,1,Paid on Time,1
Male,26,405236,Graduate,Single,Self-Employed,6.0,850.0,183123,1387249,0,Paid on Time,1
Female,19,301124,Graduate,Married,Salaried,0.0,552.0,283165,115240,1,Delayed,0
Male,51,225068,Postgraduate,Married,Salaried,18.0,640.0,116587,272986,2,Paid on Time,1
Female,55,456210,Postgraduate,Married,Salaried,10.0,491.0,73982,175739,0,Paid on Time,1
Male,48,542352,Undergraduate,Single,Salaried,0.0,585.0,566171,585830,2,Delayed,0
Female,27,789997,Undergraduate,Single,Salaried,4.0,597.0,388947,397119,0,Delayed,1
Female,67,386319,Graduate,Single,Salaried,35.0,762.0,415268,1435860,0,Delayed,1
Female,29,1399739,Postgraduate,Single,Self-Employed,1.0,566.0,1588866,1326296,0,Delayed,0
Male,53,475515,Postgraduate,Single,Salaried,18.0,735.0,98639,1036963,1,Paid on Time,1
Male,38,18201,Undergraduate,Married,Unemployed,0.0,850.0,15784,22774,1,Paid on Time,1
Male,66,251436,Undergraduate,Single,Salaried,6.0,825.0,304649,523940,1,Paid on Time,1
Female,64,408897,Undergraduate,Single,Salaried,2.0,364.0,4117,78595,1,Paid on Time,1
Male,23,478340,Undergraduate,Married,Salaried,0.0,699.0,364399,143830,1,Delayed,1
Male,65,819504,Undergraduate,Married,Salaried,8.0,807.0,1032372,1024900,1,Paid on Time,1
Female,66,17258,Undergraduate,Married,Student,0.0,567.0,24664,24661,1,Paid on Time,0
Male,20,1233180,Undergraduate,Married,Self-Employed,0.0,641.0,1213421,931082,5,Delayed,0
Female,27,466589,Graduate,Married,Self-Employed,4.0,618.0,229425,308223,0,Delayed,0
Male,22,33167,High School,Married,Student,0.0,745.0,30091,103247,4,Paid on Time,0
Male,63,264948,Postgraduate,Single,Self-Employed,,602.0,10874,283803,1,Paid on Time,1
Female,43,596714,Graduate,Married,Self-Employed,19.0,841.0,408028,1604813,1,Paid on Time,1
Male,38,1009377,Undergraduate,Married,Self-Employed,1.0,772.0,1101221,2485300,3,Paid on Time,1
Female,62,659588,Graduate,Divorced,Salaried,4.0,493.0,4776,185971,0,Delayed,1
Male,43,421691,Graduate,Single,Salaried,6.0,494.0,50875,272752,4,Paid on Time,1
Male,55,876550,Graduate,Married,Self-Employed,2.0,670.0,773540,1193551,0,Delayed,0
Female,61,411246,Undergraduate,Single,Salaried,12.0,628.0,117003,593649,0,Paid on Time,1
Female,43,47961,High School,Married,Student,0.0,642.0,40950,33848,3,Paid on Time,1
Female,25,234085,Undergraduate,Married,Salaried,1.0,593.0,143769,23754,0,Delayed,1
Male,22,55692,Undergraduate,Married,Student,0.0,543.0,40000,44500,2,Delayed,0
Female,32,1019881,Undergraduate,Divorced,Salaried,6.0,652.0,497813,426358,1,Paid on Time,1
Male,33,768366,Graduate,Single,Salaried,6.0,697.0,933961,279145,3,Delayed,1
Male,18,572116,Graduate,Single,Salaried,0.0,754.0,313793,690423,0,Paid on Time,1
Female,33,54866,Postgraduate,Divorced,Student,,770.0,65082,31726,5,Paid on Time,1
Male,54,711285,High School,Divorced,Salaried,5.0,654.0,81697,116799,1,Paid on Time,1
Female,20,200414,Undergraduate,Single,Self-Employed,0.0,685.0,83746,144815,0,Paid on Time,1
Male,69,525322,Undergraduate,Single,Self-Employed,9.0,482.0,42306,245625,4,Delayed,0
Male,64,448898,High School,Married,Salaried,12.0,721.0,272422,493409,2,Paid on Time,1
Male,48,15805,Graduate,Married,Unemployed,0.0,783.0,10461,15237,1,Paid on Time,1
Female,30,1120814,Postgraduate,Single,Salaried,5.0,715.0,1096811,2282987,2,Paid on Time,1
Female,33,703416,Undergraduate,Single,Self-Employed,0.0,645.0,605698,792409,4,Delayed,0
Female,60,460752,Undergraduate,Divorced,Salaried,15.0,554.0,360110,469814,2,Paid on Time,1
Female,38,1258818,Graduate,Married,Salaried,6.0,554.0,1581715,1845818,2,Delayed,0
Female,19,841473,Undergraduate,Single,Salaried,0.0,630.0,247603,1160898,2,Delayed,0
Female,44,718150,Postgraduate,Single,Self-Employed,7.0,695.0,926670,491411,1,Delayed,0
Male,55,41365,Graduate,Married,Student,0.0,443.0,6712,51216,1,Paid on Time,0
Male,43,278652,Undergraduate,Single,Salaried,1.0,517.0,81796,99829,2,Delayed,0
Male,55,422419,Graduate,Single,Salaried,18.0,743.0,395424,392005,4,Paid on Time,1
Female,63,17489,High School,Married,Unemployed,0.0,,5857,49556,2,Paid on Time,1
Female,42,233998,Undergraduate,Single,Salaried,0.0,632.0,330927,94392,1,Delayed,0
Male,28,495496,Postgraduate,Married,Salaried,2.0,715.0,366381,921447,1,Paid on Time,1
Female,25,1973194,Graduate,Married,Salaried,1.0,638.0,602975,1086961,0,Paid on Time,1
Female,25,331903,Graduate,Single,Salaried,0.0,662.0,316690,141288,0,Paid on Time,1
Male,50,1264793,Graduate,Married,Self-Employed,14.0,540.0,1341709,399964,0,Delayed,0
Female,70,41959,Graduate,Married,Student,0.0,705.0,38075,104318,0,Paid on Time,0
Female,24,724776,Graduate,Married,Salaried,3.0,575.0,262753,129491,1,Paid on Time,1
Male,55,361949,Undergraduate,Married,Self-Employed,18.0,674.0,399165,392198,0,Paid on Time,1
Female,38,221661,Graduate,Married,Self-Employed,11.0,725.0,309071,795638,2,Paid on Time,1
Male,25,514922,Undergraduate,Married,Salaried,3.0,712.0,735412,741250,1,Delayed,0
Female,68,734366,Graduate,Single,Salaried,5.0,569.0,748480,498271,2,Paid on Time,1
Female,38,245724,Undergraduate,Single,Self-Employed,4.0,677.0,309702,227740,3,Paid on Time,1
Female,37,1000612,Postgraduate,Married,Salaried,6.0,592.0,1468846,1033366,2,Paid on Time,1
Male,25,166453,Undergraduate,Married,Salaried,2.0,723.0,10831,370318,1,Paid on Time,1
Female,63,54234,High School,Married,Student,0.0,733.0,38803,151440,1,Paid on Time,1
Female,48,967459,Graduate,Married,Self-Employed,12.0,728.0,422888,3000000,0,Paid on Time,1
Male,67,28525,Undergraduate,Single,Unemployed,0.0,799.0,20314,112992,3,Paid on Time,0
Female,46,961859,Undergraduate,Single,Salaried,13.0,703.0,1322918,1569448,0,Paid on Time,1
Male,65,333736,Undergraduate,Single,Self-Employed,3.0,805.0,492287,794377,1,Delayed,0
Female,26,354669,Undergraduate,Married,Self-Employed,5.0,725.0,481422,555811,2,Paid on Time,1
Male,32,29372,Undergraduate,Divorced,Unemployed,0.0,582.0,8684,12721,2,Paid on Time,1
Male,47,22707,Undergraduate,Married,Student,0.0,677.0,27345,33983,3,Paid on Time,0
Male,43,15522,Undergraduate,Single,Unemployed,0.0,760.0,19037,10000,4,Paid on Time,1
Female,27,15000,High School,Single,Unemployed,0.0,768.0,13036,10000,3,Paid on Time,1
Male,46,730379,High School,Single,Salaried,1.0,611.0,783213,669218,2,Paid on Time,1
Female,33,372625,Graduate,Married,Self-Employed,0.0,610.0,506038,407571,2,Paid on Time,1
Male,53,1573447,Graduate,Married,Salaried,17.0,717.0,2000000,3000000,1,Paid on Time,1
Male,37,384178,Postgraduate,Single,Self-Employed,6.0,578.0,23090,416694,0,Paid on Time,1
Male,62,15000,High School,Married,Unemployed,0.0,636.0,5786,18060,4,Delayed,0
Female,54,810224,Graduate,Married,Salaried,17.0,667.0,1135823,925695,1,Paid on Time,1
Male,39,1579488,Graduate,Single,Salaried,1.0,641.0,779831,1365258,1,Paid on Time,1
Female,24,305090,High School,Married,Self-Employed,2.0,739.0,48733,589874,0,Paid on Time,1
Female,40,692352,Postgraduate,Single,Salaried,6.0,731.0,325335,2014092,1,Paid on Time,1
Female,58,85576,Graduate,Married,Salaried,9.0,672.0,66556,96295,2,Delayed,0
Male,57,409325,Undergraduate,Single,Salaried,4.0,544.0,237055,231501,1,Delayed,0
Male,46,463135,High School,Married,Salaried,18.0,796.0,547636,51650,1,Paid on Time,1
Female,33,301127,Postgraduate,Divorced,Self-Employed,7.0,580.0,275999,162617,0,Delayed,0
Male,55,408495,Postgraduate,Married,Salaried,,601.0,266484,346662,2,Delayed,0
Female,45,525233,Postgraduate,Single,Salaried,4.0,573.0,785691,439385,4,Delayed,0
Male,65,15784,Graduate,Divorced,Unemployed,0.0,505.0,20975,10000,5,Paid on Time,0
Female,55,520104,Postgraduate,Married,Self-Employed,4.0,753.0,672694,1943158,4,Delayed,0
Female,48,327122,Graduate,Married,Salaried,5.0,835.0,278341,640433,1,Paid on Time,1
Female,31,347219,High School,Married,Salaried,3.0,527.0,406207,102314,1,Delayed,0
Male,70,1858303,Graduate,Married,Self-Employed,1.0,470.0,124835,689389,2,Paid on Time,1
Female,50,898309,High School,Single,Salaried,14.0,666.0,444461,208784,1,Paid on Time,1
Male,26,375421,Graduate,Married,Self-Employed,1.0,686.0,502343,178546,1,Paid on Time,1
Male,44,299745,Undergraduate,Single,Self-Employed,9.0,438.0,35779,157850,0,Paid on Time,1
Female,41,557613,Graduate,Single,Salaried,,547.0,287382,316628,1,Paid on Time,1
Female,30,36063,Undergraduate,Married,Student,0.0,783.0,45727,121210,2,Paid on Time,0
Female,43,384707,Postgraduate,Single,Salaried,8.0,712.0,255380,1186962,0,Paid on Time,1
Female,46,855455,Postgraduate,Married,Salaried,5.0,782.0,513242,1740706,0,Paid on Time,1
Male,68,22785,Undergraduate,Married,Unemployed,0.0,546.0,894,16452,0,Paid on Time,1
Male,66,380093,Graduate,Married,Salaried,1.0,650.0,387126,239206,1,Paid on Time,1
Female,60,485552,High School,Single,Self-Employed,15.0,644.0,387938,57776,2,Paid on Time,1
Male,45,427728,Postgraduate,Married,Self-Employed,12.0,758.0,200067,1577005,0,Paid on Time,1
Male,45,726244,Postgraduate,Single,Salaried,3.0,587.0,151750,368998,3,Delayed,0
Male,25,17913,Postgraduate,Married,Unemployed,0.0,599.0,4901,22904,2,Paid on Time,0
Male,40,465171,Postgraduate,Divorced,Salaried,7.0,701.0,156898,1390514,3,Paid on Time,1
Male,46,220846,Undergraduate,Single,Salaried,0.0,728.0,286615,120626,0,Paid on Time,1
Male,22,43485,Postgraduate,Married,Student,0.0,604.0,31350,23417,2,Delayed,0
Male,59,551560,Undergraduate,Single,Salaried,18.0,673.0,575412,429397,1,Delayed,1
Male,24,307692,High School,Single,Self-Employed,0.0,744.0,212915,345361,1,Paid on Time,1
Female,59,1034906,Postgraduate,Married,Self-Employed,14.0,681.0,735400,686094,3,Delayed,0
Male,53,524023,Graduate,Married,Salaried,10.0,605.0,646236,259601,1,Paid on Time,1
Male,58,588816,Graduate,Married,Salaried,9.0,680.0,681104,582931,0,Delayed,0
Female,44,116957,Graduate,Single,Salaried,0.0,715.0,40725,176204,1,Paid on Time,1
Male,63,59894,Graduate,Single,Student,0.0,658.0,56215,35026,1,Paid on Time,1
Female,19,605306,Undergraduate,,Salaried,0.0,703.0,617583,701628,4,Paid on Time,1
Female,42,395025,High School,Married,Salaried,10.0,745.0,239861,1274331,1,Paid on Time,1
Male,26,575775,Graduate,Married,Salaried,1.0,692.0,59015,578255,2,Paid on Time,1
Male,70,1445833,Undergraduate,Single,Salaried,4.0,736.0,805484,3000000,3,Paid on Time,1
Female,44,288024,High School,Single,Self-Employed,1.0,634.0,154800,187622,1,Delayed,0
Female,18,25893,Postgraduate,Divorced,Unemployed,0.0,602.0,26823,33020,3,Paid on Time,0
Male,40,384181,Undergraduate,Married,Salaried,12.0,792.0,466502,662274,1,Paid on Time,1
Female,27,909285,Postgraduate,Married,Salaried,2.0,426.0,72018,315609,1,Delayed,0
Male,59,1528840,Undergraduate,Married,Self-Employed,16.0,692.0,1480795,1245894,0,Delayed,1
Female,69,619699,Graduate,Single,Salaried,11.0,619.0,597545,447963,1,Paid on Time,1
Male,42,42005,Graduate,Married,Student,0.0,718.0,40838,19229,5,Paid on Time,1
Female,20,975672,Graduate,Married,Salaried,0.0,531.0,811235,1002739,2,Delayed,0
Female,23,962625,Graduate,Single,Salaried,3.0,686.0,908548,1190568,1,Paid on Time,1
Female,23,19622,High School,Married,Unemployed,0.0,709.0,25538,29217,2,Paid on Time,0
Male,70,309059,Postgraduate,Married,Salaried,18.0,690.0,427349,359404,0,Paid on Time,1
Male,19,639546,Undergraduate,Single,Salaried,0.0,563.0,88064,588506,1,Delayed,0
Male,35,706953,Undergraduate,Married,Salaried,12.0,590.0,12462,340891,3,Delayed,1
Male,40,29146,Graduate,Married,Unemployed,0.0,720.0,22686,42014,2,Paid on Time,1
Male,19,628793,Postgraduate,Married,Self-Employed,0.0,639.0,389360,895763,3,Delayed,0
Female,29,1167210,Postgraduate,Married,Salaried,0.0,450.0,105321,469341,4,Paid on Time,1
Male,39,517781,Graduate,Married,Self-Employed,7.0,602.0,356107,161903,3,Paid on Time,1
Male,54,550076,Graduate,Divorced,Salaried,17.0,768.0,738632,217345,2,Paid on Time,1
Female,37,408199,Undergraduate,Married,Salaried,4.0,635.0,389805,541198,1,Paid on Time,1
Female,56,321860,Undergraduate,,Self-Employed,2.0,518.0,213557,335046,3,Delayed,0
Female,41,782169,Undergraduate,Married,Self-Employed,4.0,614.0,533575,205969,1,Paid on Time,1
Female,65,365325,Undergraduate,Married,Salaried,38.0,648.0,462776,428131,1,Delayed,0
Male,37,520058,Undergraduate,Married,Salaried,6.0,575.0,169322,510269,1,Delayed,0
Male,18,453633,Graduate,Married,Salaried,0.0,784.0,10034,1790142,1,Paid on Time,1
Female,18,797390,Graduate,Married,Self-Employed,0.0,620.0,571928,650657,3,Paid on Time,1
Female,34,264371,Undergraduate,Married,Self-Employed,3.0,627.0,380881,217573,0,Paid on Time,1
Male,18,238913,High School,Single,Self-Employed,0.0,634.0,291846,107265,0,Delayed,0
Female,70,453157,High School,Married,Self-Employed,11.0,469.0,37013,166441,1,Paid on Time,1
Male,69,2022749,High School,Divorced,Self-Employed,17.0,687.0,531272,2279529,3,Paid on Time,1
Male,62,48484,Postgraduate,Married,Student,0.0,590.0,41463,30143,2,Paid on Time,0
Male,47,497815,Undergraduate,Married,Salaried,8.0,406.0,87586,554629,1,Delayed,0
Female,58,666626,Undergraduate,Married,Salaried,16.0,500.0,717229,789430,1,Delayed,0
Female,64,174361,High School,Married,Salaried,16.0,644.0,141284,237934,1,Delayed,0
Male,20,495144,Graduate,Single,Salaried,0.0,772.0,545804,874924,3,Paid on Time,1
Female,63,363508,Undergraduate,Single,Self-Employed,13.0,721.0,525989,172223,0,Paid on Time,1
Male,28,42780,Undergraduate,Married,Student,0.0,705.0,35466,10000,4,Paid on Time,1
Male,41,136734,Undergraduate,Married,Salaried,10.0,660.0,113902,69547,2,Delayed,0
Female,39,22334,Graduate,Single,Student,0.0,688.0,16033,31389,1,Paid on Time,0
Female,61,654678,Undergraduate,Married,Salaried,8.0,659.0,556423,750862,1,Delayed,0
Female,62,1026647,Postgraduate,Married,Salaried,11.0,576.0,978131,906332,3,Paid on Time,1
Female,43,203294,Undergraduate,Married,Self-Employed,9.0,580.0,62293,88526,0,Delayed,0
Female,30,428664,Postgraduate,Married,Salaried,7.0,651.0,365240,470659,1,Paid on Time,1
Female,18,289198,Graduate,Married,Salaried,0.0,573.0,5837,328872,0,Delayed,0
Male,41,325299,High School,Divorced,Salaried,1.0,,61021,137479,1,Paid on Time,1
Male,27,27903,Undergraduate,Single,Student,0.0,709.0,1583,79849,1,Paid on Time,1
Male,52,1142112,Undergraduate,Single,Self-Employed,2.0,693.0,1641477,306458,2,Paid on Time,1
Male,41,315744,Graduate,Married,Salaried,2.0,479.0,61190,76522,3,Paid on Time,1
Female,45,301967,Graduate,Single,Salaried,6.0,526.0,238609,53546,1,Delayed,0
Male,53,15000,Undergraduate,Single,Unemployed,0.0,683.0,7479,18514,2,Delayed,0
Male,33,709329,Undergraduate,Single,Salaried,12.0,535.0,196786,339666,1,Delayed,1
Male,57,37747,Undergraduate,Married,Student,0.0,652.0,9182,35702,1,Paid on Time,1
Female,33,665561,Graduate,Divorced,Salaried,1.0,734.0,237539,441588,0,Paid on Time,1
Male,34,487879,Postgraduate,Married,Self-Employed,2.0,603.0,348496,350978,2,Paid on Time,1
Female,68,328603,Postgraduate,Divorced,Self-Employed,17.0,716.0,366177,68360,1,Paid on Time,1
Male,32,784045,Graduate,Married,Salaried,3.0,599.0,468932,1022341,2,Delayed,0
Male,33,782914,Undergraduate,Married,Self-Employed,10.0,,917197,669898,0,Paid on Time,1
Female,32,507494,Postgraduate,Married,Salaried,4.0,691.0,429786,683449,4,Delayed,0
Female,51,418439,Undergraduate,Single,Self-Employed,8.0,717.0,12099,805225,1,Paid on Time,1
Male,28,566678,Graduate,Married,Self-Employed,1.0,524.0,112025,307625,2,Delayed,0
Female,18,126756,Undergraduate,Single,Salaried,0.0,518.0,108804,83801,1,Delayed,0
Female,32,204272,Graduate,Single,Self-Employed,8.0,497.0,6584,90163,1,Delayed,0
Male,43,602110,Graduate,Single,Salaried,13.0,817.0,549405,2139713,5,Paid on Time,1
Female,68,379572,Graduate,Single,Salaried,25.0,606.0,253524,195048,1,Paid on Time,1
Female,21,599597,Undergraduate,Single,Self-Employed,0.0,580.0,620656,305249,2,Delayed,0
Female,60,333212,Graduate,Single,Salaried,20.0,679.0,145665,327969,2,Delayed,1
Female,22,596480,High School,Married,Salaried,,484.0,98016,162135,2,Paid on Time,1
Female,52,580021,Graduate,Single,Salaried,2.0,612.0,338341,235982,3,Paid on Time,1
Female,30,611694,Graduate,Divorced,Salaried,4.0,650.0,730957,429325,1,Paid on Time,1
Female,27,461532,Undergraduate,Married,Salaried,1.0,552.0,13410,164145,1,Paid on Time,1
Female,28,280835,Graduate,Divorced,Salaried,4.0,534.0,165587,129255,1,Delayed,0
Female,35,788443,Undergraduate,Married,Self-Employed,2.0,612.0,260409,851438,3,Paid on Time,1
Female,51,531681,Graduate,Married,Self-Employed,3.0,,353844,261468,1,Delayed,0
Female,56,46589,Graduate,Married,Student,0.0,598.0,66166,46219,1,Paid on Time,0
Male,58,324262,Graduate,Married,Salaried,8.0,500.0,77315,256870,1,Delayed,0
Female,59,522189,Undergraduate,Single,Self-Employed,19.0,499.0,9190,613401,1,Paid on Time,1
Female,67,1431281,Graduate,Divorced,Self-Employed,7.0,775.0,125586,3000000,3,Paid on Time,1
Male,40,709706,Postgraduate,Single,Salaried,3.0,518.0,131323,267251,3,Paid on Time,1
Female,24,766341,Undergraduate,Divorced,Self-Employed,3.0,629.0,71221,1088615,2,Delayed,0
Male,56,677004,Undergraduate,Married,Self-Employed,11.0,633.0,695355,828036,0,Delayed,0
Male,20,876505,Undergraduate,Married,Salaried,0.0,602.0,154354,741226,1,Paid on Time,1
Female,29,1278051,Undergraduate,Single,Self-Employed,1.0,633.0,378507,1129364,2,Paid on Time,1
Male,24,571476,High School,Single,Salaried,2.0,614.0,553358,720271,0,Paid on Time,1
Female,66,343356,Graduate,Married,Salaried,13.0,608.0,229786,267066,1,Paid on Time,1
Female,43,446446,Graduate,Divorced,Salaried,10.0,755.0,36607,877757,0,Paid on Time,1
Male,50,40297,Graduate,Single,Student,0.0,554.0,58672,39582,1,Paid on Time,0
Male,54,477357,Graduate,Divorced,Salaried,24.0,586.0,429571,106751,1,Delayed,1
Male,65,336629,Graduate,Married,Salaried,4.0,741.0,309930,797927,1,Paid on Time,1
Female,32,219093,Undergraduate,Married,Self-Employed,4.0,590.0,280192,90588,1,Delayed,0
Female,19,1915622,Undergraduate,Single,Self-Employed,0.0,605.0,2000000,504548,1,Delayed,1
Female,58,230858,High School,Single,Self-Employed,4.0,589.0,19769,286628,0,Paid on Time,1
Male,24,380020,Graduate,Married,Salaried,0.0,754.0,38959,603884,0,Paid on Time,1
Female,49,331780,Graduate,Divorced,Self-Employed,3.0,738.0,386466,683790,1,Paid on Time,1
Male,21,492632,High School,Single,Salaried,0.0,531.0,514185,251656,1,Paid on Time,1
Female,37,591137,Postgraduate,Married,Salaried,1.0,791.0,192248,130365,0,Paid on Time,1
Male,67,296686,Undergraduate,Married,Salaried,7.0,433.0,19060,213420,1,Delayed,0
Female,70,362551,Undergraduate,Married,Self-Employed,35.0,482.0,44306,417066,0,Paid on Time,1
Male,53,1303308,Postgraduate,Married,Self-Employed,14.0,491.0,205659,1514005,0,Delayed,0
Female,49,237527,Undergraduate,Single,Self-Employed,7.0,539.0,214898,330367,1,Paid on Time,1
Male,45,465259,Graduate,Married,Salaried,11.0,606.0,552705,593933,0,Paid on Time,1
Female,30,252163,Postgraduate,Single,Salaried,3.0,542.0,86473,372007,1,Paid on Time,1
Female,18,370810,Undergraduate,Single,Salaried,0.0,529.0,184170,333832,2,Delayed,0
Male,52,27838,Graduate,Married,Unemployed,0.0,696.0,4243,10000,0,Paid on Time,1
Female,65,302123,Undergraduate,Single,Salaried,24.0,613.0,446302,395404,4,Paid on Time,1
Female,47,354792,Undergraduate,Married,Salaried,19.0,723.0,430534,1352799,1,Paid on Time,1
Male,53,1089712,High School,Married,Self-Employed,0.0,736.0,1170004,2081649,2,Paid on Time,1
Male,42,627407,Graduate,Single,Salaried,7.0,659.0,183340,162818,3,Paid on Time,1
Female,33,35354,High School,Divorced,Student,0.0,713.0,37051,10000,0,Paid on Time,1
Male,36,212399,Undergraduate,Married,Self-Employed,4.0,624.0,274763,203672,2,Paid on Time,1
Female,18,801642,Undergraduate,Married,Self-Employed,0.0,519.0,974414,829437,2,Paid on Time,1
Male,22,448814,Graduate,Married,Salaried,1.0,502.0,508070,55070,1,Delayed,0
Female,68,210951,Postgraduate,Married,Salaried,32.0,449.0,16334,301441,2,Delayed,0
Male,39,865644,High School,Married,Salaried,8.0,719.0,995876,1917162,1,Paid on Time,1
Female,41,364008,Graduate,Single,Salaried,13.0,658.0,264582,348422,0,Paid on Time,1
Female,60,887069,Graduate,Married,Self-Employed,16.0,346.0,71768,789323,0,Delayed,0
Female,62,161104,Undergraduate,Divorced,Salaried,13.0,706.0,233145,215242,1,Paid on Time,1
Female,69,759859,Postgraduate,Married,Self-Employed,6.0,648.0,167172,1034027,2,Paid on Time,1
Male,54,753336,Graduate,Divorced,Salaried,24.0,551.0,977135,79351,2,Paid on Time,1
